precision,FP,FN,atributos,Total,confianza,soporte,SA,SF
0.771,17,24,32,457,0.8,0.0,7,7
0.771,17,24,32,385,0.8,0.001,7,7
0.771,17,24,32,354,0.8,0.003,7,7
0.771,17,24,32,324,0.8,0.006,7,7
0.771,17,24,32,195,0.8,0.011,7,7
0.765,12,30,32,22,0.8,0.045,7,7
0.615,0,69,32,0,0.8,0.18,7,7
0.777,9,31,32,346,0.85,0.0,7,7
0.777,9,31,32,274,0.85,0.001,7,7
0.782,8,31,32,243,0.85,0.003,7,7
0.782,8,31,32,213,0.85,0.006,7,7
0.782,8,31,32,147,0.85,0.011,7,7
0.782,3,36,32,15,0.85,0.045,7,7
0.615,0,69,32,0,0.85,0.18,7,7
0.777,5,35,32,264,0.9,0.0,7,7
0.777,5,35,32,192,0.9,0.001,7,7
0.782,4,35,32,161,0.9,0.003,7,7
0.782,4,35,32,131,0.9,0.006,7,7
0.782,3,36,32,106,0.9,0.011,7,7
0.777,3,37,32,14,0.9,0.045,7,7
0.615,0,69,32,0,0.9,0.18,7,7
0.709,3,49,32,204,0.95,0.0,7,7
0.709,3,49,32,132,0.95,0.001,7,7
0.715,2,49,32,101,0.95,0.003,7,7
0.715,2,49,32,71,0.95,0.006,7,7
0.715,1,50,32,46,0.95,0.011,7,7
0.687,1,55,32,8,0.95,0.045,7,7
0.615,0,69,32,0,0.95,0.18,7,7
0.631,60,6,33,1066,0.5,0.0,7,8
0.631,60,6,33,991,0.5,0.001,7,8
0.631,60,6,33,898,0.5,0.003,7,8
0.631,60,6,33,721,0.5,0.006,7,8
0.631,60,6,33,467,0.5,0.011,7,8
0.631,60,6,33,77,0.5,0.045,7,8
0.777,16,24,33,1,0.5,0.18,7,8
0.771,17,24,33,444,0.8,0.0,7,8
0.771,17,24,33,369,0.8,0.001,7,8
0.771,17,24,33,340,0.8,0.003,7,8
0.771,17,24,33,313,0.8,0.006,7,8
0.771,17,24,33,185,0.8,0.011,7,8
0.765,12,30,33,20,0.8,0.045,7,8
0.615,0,69,33,0,0.8,0.18,7,8
0.777,9,31,33,326,0.85,0.0,7,8
0.777,9,31,33,251,0.85,0.001,7,8
0.782,8,31,33,222,0.85,0.003,7,8
0.782,8,31,33,195,0.85,0.006,7,8
0.782,8,31,33,133,0.85,0.011,7,8
0.782,3,36,33,13,0.85,0.045,7,8
0.615,0,69,33,0,0.85,0.18,7,8
0.765,7,35,33,261,0.9,0.0,7,8
0.765,7,35,33,186,0.9,0.001,7,8
0.771,6,35,33,157,0.9,0.003,7,8
0.782,4,35,33,130,0.9,0.006,7,8
0.782,3,36,33,101,0.9,0.011,7,8
0.777,3,37,33,11,0.9,0.045,7,8
0.615,0,69,33,0,0.9,0.18,7,8
0.715,5,46,33,203,0.95,0.0,7,8
0.715,5,46,33,128,0.95,0.001,7,8
0.721,4,46,33,99,0.95,0.003,7,8
0.732,2,46,33,72,0.95,0.006,7,8
0.715,1,50,33,43,0.95,0.011,7,8
0.687,1,55,33,7,0.95,0.045,7,8
0.615,0,69,33,0,0.95,0.18,7,8
0.631,60,6,34,1128,0.5,0.0,7,9
0.631,60,6,34,1055,0.5,0.001,7,9
0.631,60,6,34,967,0.5,0.003,7,9
0.631,60,6,34,762,0.5,0.006,7,9
0.631,60,6,34,490,0.5,0.011,7,9
0.631,60,6,34,85,0.5,0.045,7,9
0.777,16,24,34,1,0.5,0.18,7,9
0.771,17,24,34,496,0.8,0.0,7,9
0.771,17,24,34,423,0.8,0.001,7,9
0.771,17,24,34,392,0.8,0.003,7,9
0.771,17,24,34,354,0.8,0.006,7,9
0.771,17,24,34,212,0.8,0.011,7,9
0.765,12,30,34,19,0.8,0.045,7,9
0.615,0,69,34,0,0.8,0.18,7,9
0.777,9,31,34,373,0.85,0.0,7,9
0.777,9,31,34,300,0.85,0.001,7,9
0.782,8,31,34,269,0.85,0.003,7,9
0.782,8,31,34,231,0.85,0.006,7,9
0.782,8,31,34,163,0.85,0.011,7,9
0.782,3,36,34,12,0.85,0.045,7,9
0.615,0,69,34,0,0.85,0.18,7,9
0.765,7,35,34,295,0.9,0.0,7,9
0.765,7,35,34,222,0.9,0.001,7,9
0.771,6,35,34,191,0.9,0.003,7,9
0.782,4,35,34,153,0.9,0.006,7,9
0.782,3,36,34,118,0.9,0.011,7,9
0.777,3,37,34,11,0.9,0.045,7,9
0.615,0,69,34,0,0.9,0.18,7,9
0.715,5,46,34,227,0.95,0.0,7,9
0.715,5,46,34,154,0.95,0.001,7,9
0.721,4,46,34,123,0.95,0.003,7,9
0.732,2,46,34,85,0.95,0.006,7,9
0.715,1,50,34,50,0.95,0.011,7,9
0.687,1,55,34,7,0.95,0.045,7,9
0.615,0,69,34,0,0.95,0.18,7,9
0.631,60,6,35,1154,0.5,0.0,7,10
0.631,60,6,35,1067,0.5,0.001,7,10
0.631,60,6,35,975,0.5,0.003,7,10
0.631,60,6,35,771,0.5,0.006,7,10
0.631,60,6,35,504,0.5,0.011,7,10
0.631,60,6,35,84,0.5,0.045,7,10
0.777,16,24,35,1,0.5,0.18,7,10
0.771,17,24,35,510,0.8,0.0,7,10
0.771,17,24,35,423,0.8,0.001,7,10
0.771,17,24,35,394,0.8,0.003,7,10
0.771,17,24,35,351,0.8,0.006,7,10
0.771,17,24,35,205,0.8,0.011,7,10
0.765,12,30,35,19,0.8,0.045,7,10
0.615,0,69,35,0,0.8,0.18,7,10
0.771,10,31,35,379,0.85,0.0,7,10
0.777,9,31,35,292,0.85,0.001,7,10
0.782,8,31,35,263,0.85,0.003,7,10
0.782,8,31,35,220,0.85,0.006,7,10
0.782,8,31,35,150,0.85,0.011,7,10
0.782,3,36,35,13,0.85,0.045,7,10
0.615,0,69,35,0,0.85,0.18,7,10
0.76,8,35,35,302,0.9,0.0,7,10
0.765,7,35,35,215,0.9,0.001,7,10
0.771,6,35,35,186,0.9,0.003,7,10
0.782,4,35,35,143,0.9,0.006,7,10
0.782,3,36,35,111,0.9,0.011,7,10
0.777,3,37,35,12,0.9,0.045,7,10
0.615,0,69,35,0,0.9,0.18,7,10
0.709,6,46,35,233,0.95,0.0,7,10
0.715,5,46,35,146,0.95,0.001,7,10
0.721,4,46,35,117,0.95,0.003,7,10
0.732,2,46,35,74,0.95,0.006,7,10
0.715,1,50,35,42,0.95,0.011,7,10
0.687,1,55,35,8,0.95,0.045,7,10
0.615,0,69,35,0,0.95,0.18,7,10
0.631,60,6,36,1163,0.5,0.0,7,11
0.631,60,6,36,1074,0.5,0.001,7,11
0.631,60,6,36,974,0.5,0.003,7,11
0.631,60,6,36,765,0.5,0.006,7,11
0.631,60,6,36,487,0.5,0.011,7,11
0.631,60,6,36,80,0.5,0.045,7,11
0.777,16,24,36,1,0.5,0.18,7,11
0.771,17,24,36,509,0.8,0.0,7,11
0.771,17,24,36,420,0.8,0.001,7,11
0.771,17,24,36,385,0.8,0.003,7,11
0.771,17,24,36,347,0.8,0.006,7,11
0.771,17,24,36,203,0.8,0.011,7,11
0.765,12,30,36,17,0.8,0.045,7,11
0.615,0,69,36,0,0.8,0.18,7,11
0.771,10,31,36,384,0.85,0.0,7,11
0.777,9,31,36,295,0.85,0.001,7,11
0.782,8,31,36,260,0.85,0.003,7,11
0.782,8,31,36,222,0.85,0.006,7,11
0.782,8,31,36,149,0.85,0.011,7,11
0.782,3,36,36,11,0.85,0.045,7,11
0.615,0,69,36,0,0.85,0.18,7,11
0.76,8,35,36,302,0.9,0.0,7,11
0.765,7,35,36,213,0.9,0.001,7,11
0.771,6,35,36,178,0.9,0.003,7,11
0.782,4,35,36,140,0.9,0.006,7,11
0.782,3,36,36,105,0.9,0.011,7,11
0.777,3,37,36,10,0.9,0.045,7,11
0.615,0,69,36,0,0.9,0.18,7,11
0.709,6,46,36,244,0.95,0.0,7,11
0.715,5,46,36,155,0.95,0.001,7,11
0.721,4,46,36,120,0.95,0.003,7,11
0.732,2,46,36,82,0.95,0.006,7,11
0.715,1,50,36,47,0.95,0.011,7,11
0.687,1,55,36,7,0.95,0.045,7,11
0.615,0,69,36,0,0.95,0.18,7,11
0.631,60,6,37,1177,0.5,0.0,7,12
0.631,60,6,37,1082,0.5,0.001,7,12
0.631,60,6,37,970,0.5,0.003,7,12
0.631,60,6,37,773,0.5,0.006,7,12
0.631,60,6,37,481,0.5,0.011,7,12
0.631,60,6,37,75,0.5,0.045,7,12
0.777,16,24,37,1,0.5,0.18,7,12
0.771,17,24,37,498,0.8,0.0,7,12
0.771,17,24,37,403,0.8,0.001,7,12
0.771,17,24,37,371,0.8,0.003,7,12
0.771,17,24,37,334,0.8,0.006,7,12
0.771,17,24,37,189,0.8,0.011,7,12
0.765,12,30,37,17,0.8,0.045,7,12
0.615,0,69,37,0,0.8,0.18,7,12
0.777,9,31,37,376,0.85,0.0,7,12
0.777,9,31,37,281,0.85,0.001,7,12
0.782,8,31,37,249,0.85,0.003,7,12
0.782,8,31,37,212,0.85,0.006,7,12
0.782,8,31,37,137,0.85,0.011,7,12
0.782,3,36,37,11,0.85,0.045,7,12
0.615,0,69,37,0,0.85,0.18,7,12
0.765,7,35,37,306,0.9,0.0,7,12
0.765,7,35,37,211,0.9,0.001,7,12
0.771,6,35,37,179,0.9,0.003,7,12
0.782,4,35,37,142,0.9,0.006,7,12
0.782,3,36,37,101,0.9,0.011,7,12
0.777,3,37,37,10,0.9,0.045,7,12
0.615,0,69,37,0,0.9,0.18,7,12
0.715,5,46,37,250,0.95,0.0,7,12
0.715,5,46,37,155,0.95,0.001,7,12
0.721,4,46,37,123,0.95,0.003,7,12
0.732,2,46,37,86,0.95,0.006,7,12
0.715,1,50,37,45,0.95,0.011,7,12
0.687,1,55,37,7,0.95,0.045,7,12
0.615,0,69,37,0,0.95,0.18,7,12
0.631,60,6,38,1150,0.5,0.0,7,13
0.631,60,6,38,1046,0.5,0.001,7,13
0.631,60,6,38,946,0.5,0.003,7,13
0.631,60,6,38,749,0.5,0.006,7,13
0.631,60,6,38,483,0.5,0.011,7,13
0.631,60,6,38,78,0.5,0.045,7,13
0.777,16,24,38,1,0.5,0.18,7,13
0.771,17,24,38,508,0.8,0.0,7,13
0.771,17,24,38,404,0.8,0.001,7,13
0.771,17,24,38,367,0.8,0.003,7,13
0.771,17,24,38,328,0.8,0.006,7,13
0.771,17,24,38,200,0.8,0.011,7,13
0.765,12,30,38,20,0.8,0.045,7,13
0.615,0,69,38,0,0.8,0.18,7,13
0.771,10,31,38,393,0.85,0.0,7,13
0.777,9,31,38,289,0.85,0.001,7,13
0.782,8,31,38,252,0.85,0.003,7,13
0.782,8,31,38,213,0.85,0.006,7,13
0.782,8,31,38,148,0.85,0.011,7,13
0.782,3,36,38,13,0.85,0.045,7,13
0.615,0,69,38,0,0.85,0.18,7,13
0.76,8,35,38,319,0.9,0.0,7,13
0.765,7,35,38,215,0.9,0.001,7,13
0.771,6,35,38,178,0.9,0.003,7,13
0.782,4,35,38,139,0.9,0.006,7,13
0.782,3,36,38,107,0.9,0.011,7,13
0.777,3,37,38,11,0.9,0.045,7,13
0.615,0,69,38,0,0.9,0.18,7,13
0.709,6,46,38,257,0.95,0.0,7,13
0.715,5,46,38,153,0.95,0.001,7,13
0.721,4,46,38,116,0.95,0.003,7,13
0.732,2,46,38,77,0.95,0.006,7,13
0.715,1,50,38,45,0.95,0.011,7,13
0.687,1,55,38,7,0.95,0.045,7,13
0.615,0,69,38,0,0.95,0.18,7,13
0.631,60,6,30,1006,0.5,0.0,8,4
0.631,60,6,30,950,0.5,0.001,8,4
0.631,60,6,30,862,0.5,0.003,8,4
0.631,60,6,30,713,0.5,0.006,8,4
0.631,60,6,30,482,0.5,0.011,8,4
0.631,60,6,30,88,0.5,0.045,8,4
0.777,16,24,30,1,0.5,0.18,8,4
0.771,17,24,30,415,0.8,0.0,8,4
0.771,17,24,30,359,0.8,0.001,8,4
0.771,17,24,30,330,0.8,0.003,8,4
0.771,17,24,30,313,0.8,0.006,8,4
0.771,17,24,30,203,0.8,0.011,8,4
0.765,12,30,30,20,0.8,0.045,8,4
0.615,0,69,30,0,0.8,0.18,8,4
0.788,9,29,30,289,0.85,0.0,8,4
0.788,9,29,30,233,0.85,0.001,8,4
0.793,8,29,30,204,0.85,0.003,8,4
0.793,8,29,30,187,0.85,0.006,8,4
0.782,8,31,30,138,0.85,0.011,8,4
0.782,3,36,30,16,0.85,0.045,8,4
0.615,0,69,30,0,0.85,0.18,8,4
0.777,7,33,30,227,0.9,0.0,8,4
0.777,7,33,30,171,0.9,0.001,8,4
0.782,6,33,30,142,0.9,0.003,8,4
0.793,4,33,30,125,0.9,0.006,8,4
0.782,3,36,30,97,0.9,0.011,8,4
0.777,3,37,30,13,0.9,0.045,8,4
0.615,0,69,30,0,0.9,0.18,8,4
0.726,5,44,30,174,0.95,0.0,8,4
0.726,5,44,30,118,0.95,0.001,8,4
0.732,4,44,30,89,0.95,0.003,8,4
0.743,2,44,30,72,0.95,0.006,8,4
0.715,1,50,30,44,0.95,0.011,8,4
0.687,1,55,30,8,0.95,0.045,8,4
0.615,0,69,30,0,0.95,0.18,8,4
0.631,60,6,31,1115,0.5,0.0,8,5
0.631,60,6,31,1053,0.5,0.001,8,5
0.631,60,6,31,965,0.5,0.003,8,5
0.631,60,6,31,794,0.5,0.006,8,5
0.631,60,6,31,527,0.5,0.011,8,5
0.631,60,6,31,92,0.5,0.045,8,5
0.777,16,24,31,1,0.5,0.18,8,5
0.771,17,24,31,470,0.8,0.0,8,5
0.771,17,24,31,408,0.8,0.001,8,5
0.771,17,24,31,378,0.8,0.003,8,5
0.771,17,24,31,350,0.8,0.006,8,5
0.771,17,24,31,222,0.8,0.011,8,5
0.765,12,30,31,17,0.8,0.045,8,5
0.615,0,69,31,0,0.8,0.18,8,5
0.782,10,29,31,352,0.85,0.0,8,5
0.788,9,29,31,290,0.85,0.001,8,5
0.793,8,29,31,260,0.85,0.003,8,5
0.793,8,29,31,232,0.85,0.006,8,5
0.782,8,31,31,165,0.85,0.011,8,5
0.782,3,36,31,13,0.85,0.045,8,5
0.615,0,69,31,0,0.85,0.18,8,5
0.771,8,33,31,277,0.9,0.0,8,5
0.777,7,33,31,215,0.9,0.001,8,5
0.782,6,33,31,185,0.9,0.003,8,5
0.793,4,33,31,157,0.9,0.006,8,5
0.782,3,36,31,123,0.9,0.011,8,5
0.777,3,37,31,11,0.9,0.045,8,5
0.615,0,69,31,0,0.9,0.18,8,5
0.721,6,44,31,207,0.95,0.0,8,5
0.726,5,44,31,145,0.95,0.001,8,5
0.732,4,44,31,115,0.95,0.003,8,5
0.743,2,44,31,87,0.95,0.006,8,5
0.715,1,50,31,53,0.95,0.011,8,5
0.687,1,55,31,7,0.95,0.045,8,5
0.615,0,69,31,0,0.95,0.18,8,5
0.631,60,6,32,1138,0.5,0.0,8,6
0.631,60,6,32,1067,0.5,0.001,8,6
0.631,60,6,32,955,0.5,0.003,8,6
0.631,60,6,32,769,0.5,0.006,8,6
0.631,60,6,32,492,0.5,0.011,8,6
0.631,60,6,32,84,0.5,0.045,8,6
0.777,16,24,32,1,0.5,0.18,8,6
0.771,17,24,32,490,0.8,0.0,8,6
0.771,17,24,32,419,0.8,0.001,8,6
0.771,17,24,32,387,0.8,0.003,8,6
0.771,17,24,32,355,0.8,0.006,8,6
0.771,17,24,32,208,0.8,0.011,8,6
0.765,12,30,32,18,0.8,0.045,8,6
0.615,0,69,32,0,0.8,0.18,8,6
0.788,9,29,32,352,0.85,0.0,8,6
0.788,9,29,32,281,0.85,0.001,8,6
0.793,8,29,32,249,0.85,0.003,8,6
0.793,8,29,32,217,0.85,0.006,8,6
0.782,8,31,32,140,0.85,0.011,8,6
0.782,3,36,32,13,0.85,0.045,8,6
0.615,0,69,32,0,0.85,0.18,8,6
0.777,7,33,32,274,0.9,0.0,8,6
0.777,7,33,32,203,0.9,0.001,8,6
0.782,6,33,32,171,0.9,0.003,8,6
0.793,4,33,32,139,0.9,0.006,8,6
0.782,3,36,32,102,0.9,0.011,8,6
0.777,3,37,32,12,0.9,0.045,8,6
0.615,0,69,32,0,0.9,0.18,8,6
0.726,5,44,32,220,0.95,0.0,8,6
0.726,5,44,32,149,0.95,0.001,8,6
0.732,4,44,32,117,0.95,0.003,8,6
0.743,2,44,32,85,0.95,0.006,8,6
0.715,1,50,32,48,0.95,0.011,8,6
0.687,1,55,32,8,0.95,0.045,8,6
0.615,0,69,32,0,0.95,0.18,8,6
0.631,60,6,33,1086,0.5,0.0,8,7
0.631,60,6,33,1012,0.5,0.001,8,7
0.631,60,6,33,913,0.5,0.003,8,7
0.631,60,6,33,748,0.5,0.006,8,7
0.631,60,6,33,483,0.5,0.011,8,7
0.631,60,6,33,80,0.5,0.045,8,7
0.777,16,24,33,1,0.5,0.18,8,7
0.771,17,24,33,483,0.8,0.0,8,7
0.771,17,24,33,409,0.8,0.001,8,7
0.771,17,24,33,373,0.8,0.003,8,7
0.771,17,24,33,345,0.8,0.006,8,7
0.771,17,24,33,207,0.8,0.011,8,7
0.765,12,30,33,18,0.8,0.045,8,7
0.615,0,69,33,0,0.8,0.18,8,7
0.788,9,29,33,351,0.85,0.0,8,7
0.788,9,29,33,277,0.85,0.001,8,7
0.793,8,29,33,241,0.85,0.003,8,7
0.793,8,29,33,213,0.85,0.006,8,7
0.782,8,31,33,143,0.85,0.011,8,7
0.782,3,36,33,14,0.85,0.045,8,7
0.615,0,69,33,0,0.85,0.18,8,7
0.788,5,33,33,272,0.9,0.0,8,7
0.788,5,33,33,198,0.9,0.001,8,7
0.793,4,33,33,162,0.9,0.003,8,7
0.793,4,33,33,134,0.9,0.006,8,7
0.782,3,36,33,97,0.9,0.011,8,7
0.777,3,37,33,13,0.9,0.045,8,7
0.615,0,69,33,0,0.9,0.18,8,7
0.721,3,47,33,217,0.95,0.0,8,7
0.721,3,47,33,143,0.95,0.001,8,7
0.726,2,47,33,107,0.95,0.003,8,7
0.726,2,47,33,79,0.95,0.006,8,7
0.715,1,50,33,42,0.95,0.011,8,7
0.687,1,55,33,7,0.95,0.045,8,7
0.615,0,69,33,0,0.95,0.18,8,7
0.631,60,6,34,1142,0.5,0.0,8,8
0.631,60,6,34,1065,0.5,0.001,8,8
0.631,60,6,34,947,0.5,0.003,8,8
0.631,60,6,34,745,0.5,0.006,8,8
0.631,60,6,34,459,0.5,0.011,8,8
0.631,60,6,34,72,0.5,0.045,8,8
0.777,16,24,34,1,0.5,0.18,8,8
0.771,17,24,34,484,0.8,0.0,8,8
0.771,17,24,34,407,0.8,0.001,8,8
0.771,17,24,34,370,0.8,0.003,8,8
0.771,17,24,34,337,0.8,0.006,8,8
0.771,17,24,34,189,0.8,0.011,8,8
0.765,12,30,34,16,0.8,0.045,8,8
0.615,0,69,34,0,0.8,0.18,8,8
0.788,9,29,34,341,0.85,0.0,8,8
0.788,9,29,34,264,0.85,0.001,8,8
0.793,8,29,34,227,0.85,0.003,8,8
0.793,8,29,34,194,0.85,0.006,8,8
0.782,8,31,34,124,0.85,0.011,8,8
0.782,3,36,34,12,0.85,0.045,8,8
0.615,0,69,34,0,0.85,0.18,8,8
0.777,7,33,34,272,0.9,0.0,8,8
0.777,7,33,34,195,0.9,0.001,8,8
0.782,6,33,34,158,0.9,0.003,8,8
0.793,4,33,34,125,0.9,0.006,8,8
0.782,3,36,34,90,0.9,0.011,8,8
0.777,3,37,34,10,0.9,0.045,8,8
0.615,0,69,34,0,0.9,0.18,8,8
0.726,5,44,34,222,0.95,0.0,8,8
0.726,5,44,34,145,0.95,0.001,8,8
0.732,4,44,34,108,0.95,0.003,8,8
0.743,2,44,34,75,0.95,0.006,8,8
0.715,1,50,34,40,0.95,0.011,8,8
0.687,1,55,34,6,0.95,0.045,8,8
0.615,0,69,34,0,0.95,0.18,8,8
0.631,60,6,35,1179,0.5,0.0,8,9
0.631,60,6,35,1100,0.5,0.001,8,9
0.631,60,6,35,992,0.5,0.003,8,9
0.631,60,6,35,789,0.5,0.006,8,9
0.631,60,6,35,496,0.5,0.011,8,9
0.631,60,6,35,79,0.5,0.045,8,9
0.777,16,24,35,1,0.5,0.18,8,9
0.771,17,24,35,516,0.8,0.0,8,9
0.771,17,24,35,437,0.8,0.001,8,9
0.771,17,24,35,405,0.8,0.003,8,9
0.771,17,24,35,369,0.8,0.006,8,9
0.771,17,24,35,216,0.8,0.011,8,9
0.765,12,30,35,15,0.8,0.045,8,9
0.615,0,69,35,0,0.8,0.18,8,9
0.788,9,29,35,382,0.85,0.0,8,9
0.788,9,29,35,303,0.85,0.001,8,9
0.793,8,29,35,271,0.85,0.003,8,9
0.793,8,29,35,235,0.85,0.006,8,9
0.782,8,31,35,155,0.85,0.011,8,9
0.782,3,36,35,11,0.85,0.045,8,9
0.615,0,69,35,0,0.85,0.18,8,9
0.777,7,33,35,304,0.9,0.0,8,9
0.777,7,33,35,225,0.9,0.001,8,9
0.782,6,33,35,193,0.9,0.003,8,9
0.793,4,33,35,157,0.9,0.006,8,9
0.782,3,36,35,110,0.9,0.011,8,9
0.777,3,37,35,10,0.9,0.045,8,9
0.615,0,69,35,0,0.9,0.18,8,9
0.726,5,44,35,240,0.95,0.0,8,9
0.726,5,44,35,161,0.95,0.001,8,9
0.732,4,44,35,129,0.95,0.003,8,9
0.743,2,44,35,93,0.95,0.006,8,9
0.715,1,50,35,46,0.95,0.011,8,9
0.687,1,55,35,6,0.95,0.045,8,9
0.615,0,69,35,0,0.95,0.18,8,9
0.631,60,6,36,1161,0.5,0.0,8,10
0.631,60,6,36,1073,0.5,0.001,8,10
0.631,60,6,36,962,0.5,0.003,8,10
0.631,60,6,36,754,0.5,0.006,8,10
0.631,60,6,36,486,0.5,0.011,8,10
0.631,60,6,36,80,0.5,0.045,8,10
0.777,16,24,36,1,0.5,0.18,8,10
0.771,17,24,36,501,0.8,0.0,8,10
0.771,17,24,36,413,0.8,0.001,8,10
0.771,17,24,36,374,0.8,0.003,8,10
0.771,17,24,36,335,0.8,0.006,8,10
0.771,17,24,36,200,0.8,0.011,8,10
0.765,12,30,36,15,0.8,0.045,8,10
0.615,0,69,36,0,0.8,0.18,8,10
0.782,10,29,36,375,0.85,0.0,8,10
0.788,9,29,36,287,0.85,0.001,8,10
0.793,8,29,36,248,0.85,0.003,8,10
0.793,8,29,36,209,0.85,0.006,8,10
0.782,8,31,36,135,0.85,0.011,8,10
0.782,3,36,36,12,0.85,0.045,8,10
0.615,0,69,36,0,0.85,0.18,8,10
0.771,8,33,36,303,0.9,0.0,8,10
0.777,7,33,36,215,0.9,0.001,8,10
0.782,6,33,36,176,0.9,0.003,8,10
0.793,4,33,36,137,0.9,0.006,8,10
0.782,3,36,36,98,0.9,0.011,8,10
0.777,3,37,36,11,0.9,0.045,8,10
0.615,0,69,36,0,0.9,0.18,8,10
0.721,6,44,36,247,0.95,0.0,8,10
0.726,5,44,36,159,0.95,0.001,8,10
0.732,4,44,36,120,0.95,0.003,8,10
0.743,2,44,36,81,0.95,0.006,8,10
0.715,1,50,36,42,0.95,0.011,8,10
0.687,1,55,36,7,0.95,0.045,8,10
0.615,0,69,36,0,0.95,0.18,8,10
0.631,60,6,37,1186,0.5,0.0,8,11
0.631,60,6,37,1096,0.5,0.001,8,11
0.631,60,6,37,969,0.5,0.003,8,11
0.631,60,6,37,761,0.5,0.006,8,11
0.631,60,6,37,468,0.5,0.011,8,11
0.631,60,6,37,76,0.5,0.045,8,11
0.777,16,24,37,1,0.5,0.18,8,11
0.771,17,24,37,525,0.8,0.0,8,11
0.771,17,24,37,435,0.8,0.001,8,11
0.771,17,24,37,388,0.8,0.003,8,11
0.771,17,24,37,351,0.8,0.006,8,11
0.771,17,24,37,201,0.8,0.011,8,11
0.765,12,30,37,13,0.8,0.045,8,11
0.615,0,69,37,0,0.8,0.18,8,11
0.782,10,29,37,386,0.85,0.0,8,11
0.788,9,29,37,296,0.85,0.001,8,11
0.793,8,29,37,249,0.85,0.003,8,11
0.793,8,29,37,212,0.85,0.006,8,11
0.782,8,31,37,136,0.85,0.011,8,11
0.782,3,36,37,10,0.85,0.045,8,11
0.615,0,69,37,0,0.85,0.18,8,11
0.771,8,33,37,311,0.9,0.0,8,11
0.777,7,33,37,221,0.9,0.001,8,11
0.782,6,33,37,174,0.9,0.003,8,11
0.793,4,33,37,137,0.9,0.006,8,11
0.782,3,36,37,97,0.9,0.011,8,11
0.777,3,37,37,9,0.9,0.045,8,11
0.615,0,69,37,0,0.9,0.18,8,11
0.721,6,44,37,260,0.95,0.0,8,11
0.726,5,44,37,170,0.95,0.001,8,11
0.732,4,44,37,123,0.95,0.003,8,11
0.743,2,44,37,86,0.95,0.006,8,11
0.715,1,50,37,46,0.95,0.011,8,11
0.687,1,55,37,6,0.95,0.045,8,11
0.615,0,69,37,0,0.95,0.18,8,11
0.631,60,6,38,1220,0.5,0.0,8,12
0.631,60,6,38,1125,0.5,0.001,8,12
0.631,60,6,38,994,0.5,0.003,8,12
0.631,60,6,38,772,0.5,0.006,8,12
0.631,60,6,38,460,0.5,0.011,8,12
0.631,60,6,38,73,0.5,0.045,8,12
0.777,16,24,38,1,0.5,0.18,8,12
0.771,17,24,38,522,0.8,0.0,8,12
0.771,17,24,38,427,0.8,0.001,8,12
0.771,17,24,38,388,0.8,0.003,8,12
0.771,17,24,38,349,0.8,0.006,8,12
0.771,17,24,38,191,0.8,0.011,8,12
0.765,12,30,38,13,0.8,0.045,8,12
0.615,0,69,38,0,0.8,0.18,8,12
